Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Sealmatic India,4.86,471.51,11.8,20.08,17.78,,,,47.97,48.23,48.23,48.23,48.23,26.34,,,,-67.71,,,,,3,5.37,6.64,3,13.84,18.69,0.21,10.11,72.38,27.5,0,9.68,1.93,0.04,27,N,Y,N,N,0,0,0,0,1,1
SEAMEC Ltd,87.41,3248.68,13.85,3.72,9.5,11.39,11.38,6.71,23.87,37.96,29.76,31.49,31.04,41.61,18.38,19.66,5.98,47.17,7.62,15.8,54.58,3.13,3,3.56,4.34,8,16.28,6.66,0.08,0,72.31,17.37,0,5.75,1.42,0.36,8.83,N,Y,N,Y,0,0,0,0,1,1
Secmark Consult.,20.58,110.22,-13.74,-24.81,-8.11,-2.96,-0.52,0.98,220.44,25.02,21.24,21.24,21.24,47.97,45.05,41.74,37.75,,,,,,4,6.85,4.25,5,-9.6,-29.76,0,0,74.91,25.09,0,7.69,0.89,0.69,1.64,Y,N,N,Y,0,0,0,0,1,1
SecureKloud Tech,-10.04,110.15,-464.71,-147.28,-199.44,-48.47,3.14,11.01,,222.54,177.4,12.7,25.74,-0.98,-16.58,-6.09,22.68,,,,,,2,,0.38,4,-28.16,-21.54,0,0,43.52,56.47,11.35,0.98,0.26,5.8,-3.98,N,N,Y,N,0,0,0,0,0,0
Sejal Glass,109.73,516.87,15.31,87.15,,,,,136.38,38.85,38.85,38.85,38.85,153.79,80.54,,2.63,48.45,24.58,,10.42,7.52,2,17.75,2.73,4,2.03,18.91,0,0,75,24.71,0.18,5.15,1.29,5.56,1.27,Y,Y,N,N,0,0,0,0,1,1
SEL Mfg. Co,-57.73,145.73,-451.88,-102.5,-93.81,,,,,,,,,25.49,-9.1,-21.74,-20.32,5.15,,,,,3,,0.39,3,-55.63,-38.11,0,0,75,10.97,36,-0.13,0.04,6.27,-2.49,N,N,Y,N,0,0,0,0,1,1
Selan Expl. Tech,87.25,1201.1,8.7,8.96,7.01,5.87,7.27,6.93,26.17,27.21,25.32,20.9,21.85,50.25,12.15,16.8,5.04,113.87,-4.98,21.86,-2.28,-4.08,5,3.05,5.98,6,19.79,26.16,0,0,30.46,64.8,0,6.15,3.02,0.01,163,N,Y,N,N,1,0,0,0,0,1
Semac Consul,-74.88,121.33,-33.54,16.77,-3.83,0.47,0.59,2.93,,17.82,11.39,11.63,11.54,-1.21,-9.56,-6.78,-3.16,,,,,,3,1.52,1.26,2,-25.36,5.63,0,0,62.83,37.12,0,1.85,1.47,0.24,-14.64,N,N,Y,N,0,0,0,0,1,1
Senco Gold,92.39,9357.78,16.32,19.35,18.09,16.96,,,43.81,31.52,31.52,31.52,31.52,25.27,16.05,,,28.05,11.59,,,2.15,4,6.79,1.75,3,3.61,3.95,0.17,8.23,67.47,14.36,0,7.22,0.4,1.28,3.58,Y,N,N,N,0,0,0,0,1,1
SEPC,40.14,3755.91,1.98,-12,-10.18,-9.1,-5.79,,144.85,140.8,14.65,33.17,33.17,-1.26,-14.14,-3.96,1.26,28.05,-13.78,11.34,7.19,-17.45,3,3.1,6.33,5,4.05,-28.9,0,0,33.94,46.3,33.95,4.43,2.43,0.38,1.64,Y,N,Y,Y,0,0,0,0,0,0
Sequent Scien.,70.87,4323.3,-3.09,-8.98,-2.04,3.63,12,8.76,201.94,93.81,62.46,57.82,57.82,0.2,5.68,10.44,13.24,,,-12.9,5.97,,3,6.58,3.03,5,-1.53,-4.42,0,0,52.76,30.63,0,6.56,0.74,0.74,1.13,Y,N,N,Y,0,0,0,0,1,1
Sera Investments,210.18,235.69,38.51,-74.45,3.54,2.7,2.51,3.19,11.82,9.06,9.97,13.4,13.4,324.02,113.13,62.33,42.77,181.11,109.32,36.46,16.65,0.06,5,3.52,10.82,4,78.14,-35.74,0.28,3.64,56.05,29.27,0,6.66,19.41,0.29,32.79,Y,N,N,Y,0,0,1,0,1,2
Servotech Power,109.24,3570.26,12.71,16.76,13.15,10.2,10.51,11.67,296.53,103.95,93.39,65.83,60.37,52.32,28.11,20.89,24.64,103.58,25.53,-17.77,15.11,9.93,2,38.07,10.66,2,3.57,4.24,0.03,9.57,59.7,34.71,0,24.9,1.48,0.89,5.42,Y,Y,N,N,0,0,0,0,1,1
Seshasayee Paper,-15.01,1887.31,15.2,27.79,17.62,16.44,17.42,16.94,10.37,8.13,7.75,8.11,8.85,32.08,6.33,7.2,6.11,37.27,6.43,10.62,25.49,1.62,6,1,1.03,5,14.4,18.56,1.67,11.61,42.78,29.77,0,3.99,2.77,0.04,69.26,Y,Y,N,N,0,0,0,0,1,1
Setco Automotive,55.57,145.67,,,,,,,,,,,26.19,20.24,-1.71,1.56,4.17,-8.23,,,,,2,,0.23,7,-21.97,-34.35,0,0,59.25,40.68,94.59,0.61,0.38,,0.25,N,N,N,Y,0,0,0,0,0,0
SG Finserve,-10.56,2505.77,11.91,6.99,10.5,10.4,10.26,10.1,31.73,41.22,33.76,33.13,33.13,332.2,265.72,120.86,63.98,65.49,87.32,63.43,51.83,0.16,3,2.93,13.51,3,41.42,44.41,0,0,46.99,49.73,0,7.95,150.96,0,3.11,N,Y,N,N,0,0,0,0,0,0
SG Mart,-0.58,4430.09,11.1,0.91,10.71,10.43,10.27,10.05,50.9,114.46,80.93,78.5,77.89,651.95,388.95,245.13,225.65,231.65,135.84,66.38,101.37,0.22,5,4.06,1.21,4,2.27,7.05,0,0,40.78,52.27,0,9.5,3.29,0.17,7.08,N,Y,N,N,1,0,0,0,0,1
Sh. Ajit Pulp,0,169.31,2.21,10.48,7.96,10.34,11.29,11.14,21.79,8.49,7.71,8.08,7.92,3.37,1.78,5.05,3.7,-41.52,-27.49,-4.11,-8.56,-0.79,3,0.75,0.5,4,1.63,5.58,0,0,59.39,40.61,0,2.14,0.72,1,1.95,Y,Y,N,N,0,0,0,0,0,0
Sh. Bajrang All.,-11.98,189.72,14.59,14.1,20.57,19.96,19.65,17.54,5.22,3.52,4.11,6.26,6.6,38.67,29.42,33.71,18.17,10,15.89,71.67,41.72,0.33,4,0.63,0.35,5,7.17,6.52,0,0,63.97,36.03,0,3.26,0.57,0.2,3.44,Y,Y,N,Y,0,0,1,0,1,2
Sh. Digvijay Cem,1.13,1294.67,24.86,18.11,20.43,20.43,16.71,12.97,15.83,19.17,18.13,19.23,19.87,16.33,12.65,14.08,9.09,15.96,113.21,42.61,19.27,0.14,6,3.4,1.67,7,11.08,7.96,3.42,50.39,54.83,43.5,0,7.33,1.02,0,51.88,N,Y,Y,Y,1,0,0,1,0,2
Sh. Dinesh Mills,-17.06,232.59,4.47,5.56,6.38,5.21,3.92,3.77,23.01,31.49,30.25,31.07,28.76,10.9,2.44,0.69,-0.5,-2.32,66.79,18.57,4.1,0.33,4,1.15,2.29,2,8.08,8.54,2.41,33.23,49.79,50.15,0,3.05,0.69,0.12,7.12,N,Y,N,N,1,0,0,0,0,1
Sh. Jagdamba Pol,-4.76,551.71,14.04,15.15,19.36,23.37,25.38,25.25,16.41,16.99,15.95,15.01,13.21,14.91,13.78,13.75,15.04,-7.69,7.96,27.38,26.22,2.06,4,2.25,1.42,4,8.89,9.17,0.12,2.05,72.94,22.38,0,6.51,2.97,0.1,6.02,N,Y,Y,N,0,0,0,0,1,1
Sh. Rama Multi.,-2.23,346.04,14.21,18.65,7.98,18.01,13.44,5.44,28.32,37.33,39.5,39.5,39.5,9.38,8.66,5.65,5.39,37.99,,,,0.73,2,3.37,1.96,7,5.3,2.58,0,0,61.57,38.42,0,7.09,1.79,0.12,24.04,N,Y,Y,Y,1,0,0,0,1,2
Sh.Pushkar Chem.,25.77,773.44,8.06,8.91,10.38,10.34,11.55,,18.41,15.32,14.35,14.11,14.11,26.95,9.95,13.15,,8.27,-2.69,2.15,,-8.68,3,1.63,1.04,4,5.06,5.43,0.61,12.8,69.36,29.03,0,4.25,0.92,0.23,37.27,Y,Y,N,N,1,0,0,0,1,2
Sh.Renuka Sugar,-18.98,8467.13,,,,,,,,,0.86,0.86,0.86,26.07,20.22,-0.66,-0.21,,9.74,8.42,5.88,,3,,0.7,6,-5.53,-1.92,0,0,62.48,23.15,0,2.45,0.12,,0.45,N,N,N,N,0,0,0,0,1,1
Shah Alloys,34.3,141.47,-43.78,-10.1,,,,,,2.81,2.79,3.37,3.37,5.68,0.77,10.24,,20.17,,8.18,,,5,12.57,0.25,3,-1.54,-0.51,0,0,53.78,46.22,0,2.64,0.04,7.13,-3.71,N,Y,Y,N,0,0,0,0,0,0
Shah Metacorp,62.91,221.68,11.35,,,,,,32.13,41.55,41.55,41.55,139,97.4,-8.13,-7.97,-9.98,26.94,17.41,14.37,19.88,1.78,2,1.4,1.49,6,4.4,4.14,0,0,29.81,70.13,0,4.64,4.86,0.04,744,N,Y,Y,Y,1,0,0,0,0,1
Shahlon Silk,21.56,197.36,3.81,-0.66,2.19,-0.38,,,56.07,59.62,63.52,63.52,63.52,13.18,-10.17,,,34.9,,,,96.67,2,1.92,0.62,9,1.24,-0.21,0.27,13.46,71.93,25.1,0,3.22,0.95,1.29,1.37,N,Y,Y,Y,0,0,0,0,1,1
Shaily Engineer.,157.89,4189.54,13.31,9.15,,,,,67.46,43.93,43.93,43.93,43.93,,,,,,,,,,2,9.12,6.29,8,8.89,5.79,0.11,8,43.81,40.73,0,10.91,0.8,0.46,5.13,Y,Y,N,Y,0,0,0,0,0,0
Shakti Pumps,310.06,8493.68,24.15,5.95,16.97,15.06,15.18,14.01,25.82,18.66,21.3,20.46,18.15,13.82,20.32,18.09,16.72,19.81,23.59,29.19,15.75,1,5,9.01,3.68,6,10.34,2.49,0.09,5.66,51.58,38.27,0,10.74,1.53,0.17,14.88,Y,Y,N,Y,1,0,1,0,1,3
Shalby,-8.65,2570.63,8.16,7.37,7.39,6.27,6.12,7.01,33.21,26.67,28.23,35.04,35.04,29.41,15.1,16.34,13.69,22.16,19.99,12.13,-3.92,1.66,3,2.57,2.63,5,8.43,8.26,0.5,15.33,74.25,19.59,0,4.56,0.73,0.38,6.87,Y,Y,N,Y,1,0,0,0,1,2
Shalibhadra Fin.,108.06,559.12,13.87,13.21,13.33,12.72,13.95,14.73,43.41,18.41,12.36,11.22,8.99,16.19,8.09,11.15,11.97,34.58,5.98,10.33,11.01,3.25,6,5.24,16.27,7,36.52,30.23,0.17,7.02,60,44.12,0,7.36,6.8,0.6,3.64,Y,Y,Y,Y,0,0,1,0,0,1
Shalimar Paints,-39.26,939.41,-21.24,-10.86,-16.87,-17.15,-19.58,-17.98,,,,,150.65,18,13.21,6.26,1.41,0.84,4.9,,,,3,2.39,1.75,5,-14.06,-7.47,0,0,75.73,24.23,66.16,3.79,0.94,0.27,-6.63,N,Y,Y,N,0,0,0,0,1,1
Shalimar Wires,28.84,101.8,-1.52,1.77,-11.78,-17.88,,,,58.4,58.4,35.49,26.76,13.27,2.18,3.55,3.55,25.34,13.69,,6.1,,2,2.94,0.78,5,-0.4,0.43,0,0,65.64,32.71,45.08,2.38,0.55,2.59,0.95,N,Y,N,N,0,0,0,0,1,1
Shankar Lal Ram.,-1.87,624.89,6.81,18.81,20.33,18.38,17.05,,65.99,43.25,38.43,37.08,37.08,17.46,10.35,38.66,,-5.19,26.6,44,,1.94,4,6.34,1.88,5,2.26,4.92,0.05,4.92,73.84,26.16,0,15.51,13.5,0.06,22.32,Y,Y,Y,N,1,0,0,0,1,2
Shankara Build.,-34.89,1105.77,11.34,10.75,9.67,8.14,9.03,10.01,13.84,25.66,29.24,32.27,32.38,33.3,13.65,11.11,9.62,75.52,18.76,3.65,9.67,0.69,5,1.39,0.22,7,1.66,1.56,0.66,8.97,49.22,38.06,0,5.71,1.03,0.11,3.63,N,Y,Y,Y,1,0,0,0,1,2
Shanthi Gears,17.19,4160.68,24.99,23.79,22.29,17.4,14.99,12.24,46.03,48.78,48.79,44.33,47.25,35.49,17.27,16.59,13.22,59.3,21.37,21.21,16.82,2.32,5,11.04,7.26,6,15.1,15.01,0.92,46.63,70.47,25.5,0,17.1,2.33,0,,N,Y,N,Y,0,0,0,0,1,1
Shanti Educat.,149.77,2629.94,5.15,5.74,4.15,3.37,3.22,3.7,730.54,299.12,283.99,254.48,226.63,65.93,-0.73,5.17,10.12,14.29,26.54,6.62,16.9,27.53,4,41.58,172.8,5,23.28,30.66,0,0,64.46,17.01,0,63.74,1.53,0.02,21.58,Y,Y,Y,N,0,0,0,1,1,2
Shanti Spintex,,103.02,17.24,19.8,16.72,,,,8.38,7.59,7.59,7.59,7.59,64.9,,,,15.23,,,,,4,1.19,0.2,6,2.43,2.74,0,0,73.57,25.71,0,4.73,1.28,0.26,6.24,Y,N,Y,N,0,0,0,1,1,2
Sharat Industrie,16.56,107.89,7.22,8.79,7.23,6.13,5.61,5.55,15.11,28.01,28.85,28.37,28.37,6.46,9.39,9.71,8.21,27.87,13.29,17.35,7.7,0.99,5,2.12,0.35,4,1.94,1.97,0.55,10.18,43.58,55.97,0,4.04,0.79,1.14,2.01,N,Y,N,N,1,0,0,0,0,1
Sharda Cropchem,45.52,5360.45,1.42,15.89,11.68,12.72,13.76,15.09,24.62,16.71,14.23,15.89,17.66,9.71,9.63,12.36,14.88,-47.85,-31.27,-22.64,-11.31,-0.79,3,2.34,1.53,6,1.01,8.14,0.5,84.9,74.82,9.91,0,4.7,1.39,0.01,126.25,Y,Y,Y,N,1,0,0,1,1,3
Sharda Ispat,232.54,222.99,31.27,11.45,19.13,17.49,21.05,20.97,15.26,11.24,10.4,10.28,10.03,33.69,14.66,21.91,11.73,73.5,15.37,31.18,92.31,0.99,6,4.31,1.04,8,6.19,2.8,0,0,74.97,25.03,0,10.4,1.86,0.42,15.57,Y,Y,N,Y,1,0,1,0,1,3
Sharda Motor,117.43,5937.41,30,28.82,29.53,25.71,25.01,24.2,18.78,14.35,14.79,13.95,14.45,17.39,19.77,15.22,13.09,53.17,26.5,24.19,33.54,0.71,6,5.79,2.09,8,9.65,7.37,0.5,0.99,64.31,21.89,0,9.3,0.87,0.02,194.81,Y,Y,N,Y,1,1,1,0,1,4
Shardul Sec.,352.24,829.41,17.43,0.48,7.52,5.77,5.05,4.82,4.4,11.4,11.56,21.84,13.92,94.07,90.63,62.34,39.76,84.3,201.61,103.22,21.89,0.02,7,1.24,2.93,7,56.29,16.65,0,0,74.84,25.16,0,4.99,10.85,0.01,451.25,N,Y,N,Y,1,0,0,0,1,2
Share India Sec.,-2.97,6194.8,34.46,51.92,42.9,40.8,39.74,,13.87,14.73,13.26,12.89,12.86,48.49,48.43,45.02,,64.85,62.28,30.91,,0.18,7,3.34,3.82,3,28.72,30.27,0.62,8.1,50.43,47.53,37.09,6.27,3.14,0.24,7.21,N,Y,N,N,1,0,0,0,0,1
Sharp Chucks and,28.54,109.27,10.77,9.52,10.14,9.4,,,17.91,17.49,17.49,17.49,17.49,13.88,13.4,,,18.78,15.92,,,0.99,3,1.79,0.55,7,3.09,2.72,0,0,73.01,26.97,0,3.06,0.36,1.37,1.89,Y,N,N,Y,1,0,0,0,1,2
Sheela Foam,-25.41,8951.23,6.09,12.37,10.54,13.66,14.91,16.41,67.81,60.02,53.9,53.95,53.22,6.96,7.62,8.55,9.34,-18.1,-1.11,-0.17,3.91,65.2,4,3.07,2.84,3,4.65,6.5,0,0,65.48,5.62,0,4.24,0.46,0.51,3.07,Y,Y,N,N,0,0,0,0,1,1
Sheetal Cool,-19.4,359.57,20.77,26.09,24.59,21.57,20.22,,17.84,24.44,24.17,26.05,26.05,15,8.59,12.51,,92.94,44.1,22.27,,0.4,5,3.14,1.05,7,6.13,6.4,0,0,65.59,33.99,0,5.9,0.59,0.73,4.22,N,Y,N,N,1,0,0,0,1,2
Shekhawati Inds,884,152.63,,,,,,,8.14,16.67,16.67,16.67,7.69,38.82,-12.21,-2.69,-14.12,43.51,26.07,17.19,-0.09,0.31,4,21.01,2.22,9,14.24,-6.98,0,0,58.02,41.97,0,8.87,1.13,0.12,470,N,N,Y,Y,0,0,0,1,0,1
Shemaroo Entert.,7.51,430.64,-6.97,1.61,-1.39,-0.38,3.64,6.01,,54.86,48.53,19.22,17.29,31.48,4.49,7.53,10.33,-47.73,,,,,3,0.84,0.64,3,-5.64,1.73,0,0,65.61,34.38,0,2.88,0.63,0.66,-1.86,N,Y,N,N,0,0,0,0,1,1
Shera Energy,14.89,460.78,10.69,9.77,10.29,,,,36.48,33.7,33.7,33.7,33.7,27.53,,,,22.47,,,,,5,4.31,0.48,8,1.42,1.31,0,0,63.58,36.34,0,4.96,0.56,1.12,1.64,Y,Y,N,Y,0,0,1,0,1,2
Shervani Indl Sy,14.15,132.87,19.37,17.22,11.92,11.05,13.21,9.3,13.64,15.1,11.99,11.18,12.07,64.83,12.69,17.52,43.51,61.03,-1.36,16.5,50.45,-3.29,4,0.9,1.67,6,20.34,88.39,0,16.66,62.07,37.93,0,3.03,0.35,0.2,58.41,N,Y,N,N,0,0,0,0,1,1
Shetron,33.3,135.18,12.23,12.48,12.27,7.3,6.76,5.82,22.38,12.67,14.21,15.52,17.78,12.04,7.82,7.1,6.14,74.33,24.42,19.74,23.91,0.92,4,2.4,0.6,7,2.72,2.43,0.67,13.78,64.18,35.83,0,4.17,0.74,1.15,2.01,Y,Y,Y,Y,1,0,1,0,1,3
Shigan Quantum,12.43,213.93,8.97,7.48,13.18,15.03,,,39.76,21.2,21.2,21.2,21.2,16.67,17.07,,,-41.04,-25.92,,,2.63,3,3.22,1.41,4,3.54,2.36,0,0,69.92,29.02,0,4.87,1.05,0.67,2.59,Y,Y,N,Y,0,0,0,0,1,1
Shilchar Tech.,164.9,5468.3,55.53,42.96,43.98,33.66,29.61,29.06,50.72,18.81,17.99,18.57,15.14,49.91,27.37,20.25,14.73,154.9,63.87,33.28,36.3,0.79,5,21.29,11.86,7,23.16,15.42,0.17,10.38,64.01,32.22,0,28.54,2.11,0,518.43,Y,Y,Y,Y,0,1,1,0,1,3
Shilp Gravures,24.51,102.95,5.77,8.13,7.29,7.53,8.53,9.13,9.11,7.65,7.66,7.92,7.94,7.38,0.95,2.66,3.72,-13.94,-5.6,-3.48,2.4,-1.63,4,1.05,1.29,5,6.9,8.95,1.25,11.52,60.82,39.19,0,3.93,1.65,0.03,48.87,Y,Y,N,N,1,0,0,0,1,2
Shilpa Medicare,130.89,7652.14,1.71,-1.72,1.07,3.94,4.94,6.44,186.32,122.31,61.17,33.19,41.98,8.43,9.34,5.67,7.21,-34.12,-20.86,-16.56,-10.03,-9.38,4,3.76,6.46,8,2.69,-2.96,0,0,44.33,37.9,7.9,5.56,0.77,0.52,1.76,Y,Y,N,Y,0,0,0,0,1,1
Shipping Land,,2789.2,1.49,2.24,,,,,61.91,76.39,76.39,76.39,76.39,,,,,,,,,,0,0.87,161.88,4,275.78,284.4,1.1,64.74,63.75,28.19,0,2.9,3.98,0,5619,N,N,N,N,0,0,0,0,1,1
Shish Industries,-8.92,370.61,18.18,22.52,19.27,17.85,17.3,,34.57,58.45,54.4,47.32,47.32,44.59,50.61,49.22,,75.93,51.3,,,0.61,5,4.66,3.5,3,9.86,8.16,0,0,66.03,33.97,0,7.24,2.64,0.21,14.26,N,Y,N,Y,1,0,0,0,1,2
Shiv Aum Steels,-16.92,367.21,10.06,16.16,13.96,11.36,11.75,10.73,36.21,20.52,20.05,19.14,19.14,27.05,8.05,12.35,4.21,67.18,5.44,21.66,6.16,2.99,4,3.47,0.67,5,1.85,2.89,0,0,73.53,26.47,0,8.44,1.19,0.65,2.99,Y,Y,N,N,0,0,0,0,1,1
Shiv Texchem,,505.04,19.04,13.97,17.06,,,,16.81,1.78,1.78,1.78,1.78,66.25,,,,9.26,,,,,3,,0.33,8,1.96,1.43,0,0,73.65,15.54,0,3.97,0.76,1.33,3.16,Y,N,N,Y,0,0,0,0,0,0
Shiva Cement,-17.66,1218.65,,,,,,,,,,,47.61,130.15,63.84,48.32,18.6,,,,,,2,6.37,3.13,6,-19.71,-533000,0,0,66.44,33.36,0,1.5,0.56,6.58,-0.09,N,N,N,Y,0,0,0,0,1,1
Shiva Texyarn,83.32,300.84,-7.32,-12.66,-1.65,0.26,2.25,3.78,,12.97,24.81,30.59,30.07,-0.54,-1.05,-1.87,-3.96,,,,,,3,2.45,0.98,5,-2.8,-4.26,0,0,74.04,25.94,0,3.65,0.43,0.86,0.46,N,Y,Y,Y,0,0,0,0,1,1
Shivalic,,510.41,34.03,34.26,28.61,,,,45.65,7.18,7.18,7.18,7.18,25.08,,,,-1.75,,,,,2,,5,5,10.94,8.73,0,0,70.86,23.9,0,12.17,0.9,0.78,6.14,Y,N,N,Y,0,0,0,0,0,0
Shivalik Bimetal,18.92,3591.33,27.73,32.99,30.45,26.55,25.9,23.5,46.52,40.65,34.88,28.48,19.13,30.18,18.37,20.95,18.73,49.77,28.45,37.63,35.17,1.63,3,10.95,8.1,6,17.99,17.35,0.27,12.07,33.17,42.84,0,17.84,2.28,0.1,26.75,Y,Y,N,Y,0,0,0,0,0,0
Shivalik Rasayan,-22.89,830.07,2.74,5.88,5.63,6.49,7.79,,69.75,55.15,50.75,43.31,37.1,11.38,9.86,12.01,,-13.82,-3.72,-2.61,,-51.67,3,1.64,2.93,3,6.64,12.73,0.09,6.12,47.95,47.87,0,3.81,1.21,0.15,3.51,Y,Y,N,N,1,0,0,0,0,1
Shivam Autotech,17.28,447.21,-62.85,-28.52,-30.87,-26.5,-18.38,-8.87,,,,86.97,29.21,-1.23,-5.87,0.41,1.65,,,,,,3,8.04,0.94,4,-10.72,-7.37,0,0,74.8,25.19,0,2.47,0.31,7.01,0.25,N,N,Y,N,0,0,0,0,1,1
Shoppers Stop,3.24,7259.11,32.1,80.74,23.9,-27.11,-7.14,-5.41,363.68,95.44,95.44,102.97,94.23,35.14,3.82,2,1.5,32.05,4.49,23.02,27.37,79.23,2,27.63,1.62,4,1.89,2.83,0,0,65.57,4.68,9.81,3.07,0.18,11.16,1.1,Y,Y,N,N,0,0,0,0,1,1
Shraddha Prime,309,328.66,33.13,-73.68,25.9,21.37,4.12,1.63,40.03,41.69,41.69,41.69,41.69,926.62,261.61,129.26,60.15,225.96,99.74,58.24,73.89,0.41,3,8.52,5.03,7,15.09,-442.86,0.12,0,75,24.99,0,5.62,0.05,2.01,37.9,N,N,N,Y,1,0,0,0,1,2
Shradha AI Tech,41.06,167.45,13.14,2.13,11.48,9.24,,,20.8,26.37,26.37,26.37,26.37,230.13,55.33,,,,,,,0.33,5,2.14,11.4,6,37,12.91,1.82,47.69,74.66,25.34,0,5.49,20.12,0,214.2,N,N,N,Y,0,0,0,0,1,1
Shradha Infrapr.,224.36,311.98,18.65,15.85,12.87,9.25,8.62,,14.75,12.91,18.54,13.99,13.99,345.4,61,16.01,,111.77,40.95,2.19,,0.36,3,3.4,2.64,7,14.99,11.89,0.65,10.85,74.94,25.06,0,3.73,0.22,1.65,190.67,Y,Y,N,Y,1,0,0,0,1,2
Shree Cement,-2.19,90046,12.24,6.98,11.06,12.28,12.63,13.58,42.84,42.78,48.97,46.76,48.37,14.81,10.33,13.24,14.24,1.92,15.1,8.31,9.8,2.69,1,4.35,4.38,8,11.73,7.06,0.42,15.81,62.55,12.6,0,7.33,0.55,0.08,11.68,Y,Y,Y,Y,0,0,0,0,1,1
Shree Ganesh Rem,54.26,958.51,26.87,20.39,24.15,23.86,23.33,22.23,33.97,31.06,28.43,23.35,23.15,36.93,29.02,30.29,21.24,42.34,35.13,4.17,0.91,0.97,3,7.83,7.75,8,22.34,16.6,0,2.28,69.33,29.5,0,11.83,2.17,0.3,48.8,Y,Y,N,Y,1,1,0,0,1,3
Shree Karni,,451.19,,,,,,,32.33,38.27,38.27,38.27,38.27,,,,,,,,,,0,6.64,3.55,1,11.52,3.64,0,0,70.7,27.42,0,6.85,0.9,1.17,5.3,N,N,N,Y,0,0,0,0,0,0
Shree OSFM,,243.37,22,15.39,17.45,,,,30.05,42.64,42.64,42.64,42.64,59.39,,,,4.75,,,,,2,4.25,2.06,6,6.85,3.54,0,0,55.88,44.05,0,8.21,4.01,0.21,60.56,N,N,N,Y,0,0,0,0,0,0
Shree Rama News.,27.01,256.69,-28.29,0.96,-5.34,-10.98,-6.45,-8.75,,84.62,81.35,21.85,48.08,-43.79,-37.76,-26.09,-19.44,16.29,,,6.07,,5,2.78,5.5,5,-69.96,4.11,0,0,74.76,23.59,0,0.98,0.44,3.95,0.15,N,N,Y,N,0,0,0,0,1,1
Shree Tirupati,128.85,940.07,20.06,15.23,16.68,14.41,15.21,16.01,66.58,37.55,18.98,9.48,9.32,11.22,5.94,12.76,14.91,43.48,17.15,-16.66,-9.1,3.88,1,12.13,5.83,4,8.76,5.1,0,0,63.85,36.15,0,12.42,0.94,0.95,4.31,Y,Y,N,Y,0,0,0,0,1,1
Shree TirupatiBa,,582.58,26.57,16.12,,,,,19.89,17.9,17.9,17.9,17.9,,,,,,,,,,2,,1.08,4,6.69,4.36,0,0,65.42,26.94,0,5.56,0.5,2.04,3.29,Y,N,N,Y,0,0,0,0,1,1
Shree Vasu Logis,55.94,303.96,10.36,7.47,8.82,10.5,11.62,,96.5,80.44,51.45,31.47,31.47,22.99,27.95,24.06,,-1.66,14.94,-14.94,,6.49,2,9.51,2.38,8,2.54,2.03,0,0,73.17,26.83,0,5.07,0.73,1.47,1.38,Y,Y,N,Y,0,0,0,0,1,1
Shreeji Translog,-58.12,142.63,18.71,25.12,22.37,15.84,16.19,14.38,11.18,29.52,29.29,29.17,29.14,32.28,14.98,16.2,12.08,120.47,17.71,27.27,9.29,0.64,4,2.55,0.58,5,3.61,4.91,0.49,4.29,63.41,36.58,0,5.87,1.95,0.84,4.44,N,Y,Y,N,1,0,0,0,1,2
Shreeoswal Seeds,-59.83,201.97,-9.84,13.75,5.84,7.68,,,,67.02,23.15,25.53,25.53,18.61,16.35,,,,,,,,2,5.02,0.77,1,-1.55,2.1,0,0,69.66,33.37,0,5.92,0.35,1.59,-0.98,N,Y,N,N,0,0,0,0,1,1
Shreyans Inds.,-13.22,329.68,25.53,27.43,20.34,16.67,18.27,17.95,4.75,5.06,4.87,5.12,5.98,24.03,4.03,7.55,5.7,114.81,13.64,16.2,21.51,0.35,6,0.86,0.51,7,12.5,8.46,1.26,7.9,50.53,49.17,0,3.61,0.35,0.09,22.39,N,Y,Y,Y,0,0,0,0,0,0
Shreyas Shipping,7.33,719.96,-11.28,25.45,14.67,12.63,13.2,15.02,,3.96,6.3,7.02,9.36,-20.4,-14.69,-12.47,-5.31,,,,,,6,0.94,2.36,4,-31.65,38.09,0,0,70.44,29.56,0,2.11,1.05,0.53,-0.3,N,Y,N,N,0,0,0,0,1,1
Shri Balaji,,195.84,36.2,137.14,57.51,,,,23.62,19.53,19.53,19.53,19.53,72.27,,,,32.74,,,,,3,5.18,2.37,3,10.04,10.4,0,0,73.53,26.34,0,6.38,1.69,0.81,8.64,Y,N,N,N,0,0,0,0,1,1
