Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Canara Bank,23.74,85481.82,17.94,14.79,14.35,10.51,7.7,6.5,5.48,5.98,6.48,7.03,6.89,16.3,18.18,15.04,10.82,69.15,60,20.57,4.97,0.06,7,0.93,0.75,7,13.92,12.85,3.42,19.12,62.93,14.17,0,0.54,2.58,14.87,1.27,N,Y,N,Y,0,0,0,1,1,2
Union Bank (I),8.35,82626.15,15.64,11.38,11.95,8.79,5.31,5.36,5.38,6.46,6.74,7.06,6.96,13.14,23.95,17.32,13.07,59.7,25.31,12.44,-3.78,0.12,7,0.85,0.78,7,13.74,10.49,3.33,19.92,74.76,7.12,0,0.58,3.24,12.82,1.33,N,Y,N,Y,0,0,0,1,1,2
Indian Bank,20.19,67146.15,15.35,11.8,12.56,11.26,10.19,9.63,7.35,7.33,6.82,7.85,7.82,12.48,23.74,19.45,13.82,30.88,51.07,10.92,9.32,0.09,8,1.11,1.16,5,15.14,12.39,2.41,19.2,73.84,3.82,0,0.55,2.18,11.8,1.35,Y,Y,N,Y,1,0,1,1,1,4
UCO Bank,12.64,51446.49,6.22,7.55,5.98,1.83,-4.66,-5.65,23.57,22.63,27.17,27.17,20.57,14.8,8.81,4.25,1.83,172.63,16.79,11.31,-21.15,1.24,6,1.88,2.19,5,7.57,10.55,0.65,20.24,95.39,3.25,0,0.74,4.78,10.54,1.23,Y,N,N,N,1,0,0,1,1,3
Bank of India,-0.25,43960.56,9.98,6.33,7.59,4.56,0.14,-1.16,6.38,8.22,8.68,8.68,7.74,14.34,8.29,6.39,4.82,32.54,21.76,17.16,-11.09,0.25,8,0.62,0.69,5,10.71,7.73,2.9,19.42,73.38,7.13,0,0.53,3.44,11.64,1.24,N,N,N,Y,0,0,0,1,1,2
Central Bank,13.07,43630.4,8.71,5.92,6.3,2.47,-4.48,-4.89,12.77,16.03,16.03,16.03,17,10.56,6.28,3.18,2.34,56.92,17.32,12.21,8.9,0.64,5,1.35,1.33,5,8.72,6.59,0,0,93.08,3.75,0,0.61,5.09,12.53,1.26,N,N,N,Y,1,0,0,1,1,3
Bank of Maha,15.61,37704,22.83,17.44,17.04,13.33,3.53,2.01,7.7,9.63,11.55,11.55,10.92,19.97,13.57,7.87,5.54,87.62,18.46,13.95,1.92,0.33,7,1.75,1.67,7,19.86,16.37,2.86,24.35,79.6,7.43,0,0.65,3.93,14.01,1.43,N,Y,N,Y,1,1,0,1,1,4
Pun. & Sind Bank,20.15,32289.37,3.88,9.01,7.17,-1.45,-3.15,-1.71,47.85,17.12,17.12,16.56,10.59,11.6,2.52,2.47,1.97,28.67,15.88,-22.06,-22.28,1.9,5,2.08,3.12,5,6.14,16.41,0.42,22.77,98.25,1.11,0,0.82,4.06,8.32,1.13,Y,Y,N,N,1,0,0,1,1,3
HDFC Bank,18.67,1330349.89,17.14,17.11,16.99,16.85,16.96,17.2,19.23,19.55,20.67,23.89,25.29,30.19,21.95,21.33,20.89,13.4,15.48,16,16.53,0.82,3,2.9,4.13,5,23.02,26.99,1.12,23.12,0,16.75,0,1.06,2.5,6.81,1.48,N,Y,N,N,1,0,0,1,1,3
ICICI Bank,37.55,884876.03,18.8,17.15,17.13,15.23,13.24,13.01,19.53,19.29,21.88,22.42,19.39,21.4,17.25,14.74,12.42,33.32,57.02,21.73,13.84,0.33,5,3.44,5.3,6,28.88,29.26,0.8,15.87,0,9.34,0,1.07,1.57,6.45,1.81,Y,Y,N,N,1,0,0,1,1,3
Axis Bank,18.61,367942.07,18.4,8.73,13.57,10.97,9.73,10.41,13.17,14.18,17.74,30.37,20.27,20.53,15.01,13.96,13.88,53.79,34.19,26.49,12.26,0.34,6,2.34,3.02,4,23.5,12.49,0.08,1.17,8.29,6.71,0,0.93,2.68,8.25,1.54,N,Y,N,Y,1,0,0,1,1,3
Kotak Mah. Bank,3.89,351676.42,15.06,14.31,14.32,14.06,13.97,13.91,18.29,24.71,28.41,33.71,35.83,19.66,13.52,14.11,16.72,22.14,19.45,19.2,19.07,0.9,5,2.71,5.68,5,32.38,35.39,0.11,2.18,25.89,12.84,0,1.34,1.97,4,1.96,N,Y,N,N,1,0,0,1,1,3
IDBI Bank,31.62,88879.36,11.77,8.34,8.98,0.32,-8.83,-9.11,13.13,16.55,17.42,17.42,15.91,9.84,3.65,-0.71,-0.06,55.84,17.89,12.06,-2.95,0.69,7,1.74,3.21,5,21.77,18.11,1.81,27.87,94.71,4.64,0,0.94,2.23,5.77,1.68,N,Y,N,Y,1,0,0,1,1,3
IndusInd Bank,-27.73,81139.92,15.25,14.45,13.48,12.53,12.88,13.32,9.99,13.97,14.78,18.21,23.7,16.41,15.5,17.95,18.68,46.39,15.99,13.33,15.68,0.45,7,1.29,1.66,5,19.57,20.33,1.58,14.35,15.78,14.56,45.48,0.86,3.12,6.89,1.39,N,Y,N,N,1,0,0,1,1,3
Yes Bank,21.5,60750.26,3.18,1.99,2.79,-10.37,-5.12,-1.19,41.77,50.78,50.61,32.77,21.08,11.27,-1.4,7.7,10.71,32.41,-42.92,-39.24,-25.88,-7.57,4,1.35,2.1,7,4.66,3.22,0,0,0,34.78,0,0.81,4.42,8.41,1.09,N,Y,N,Y,1,0,0,1,1,3
IDFC First Bank,-23.88,49011.89,10.1,10.59,7.72,3.02,1.57,,17.18,19.41,20.96,18.74,18.86,23.84,19.97,19.77,,71.34,24.91,4.71,,0.6,5,1.43,1.52,4,9.68,10.93,0,0,0,47.35,0,0.78,1.87,7.79,1.25,N,Y,N,N,1,0,0,1,0,2
Federal Bank,33.46,45677.5,14.84,15.29,13.92,12.96,12.27,11.93,11.34,9.94,9.99,10.6,11.06,18.08,15.16,15.14,12.9,24.06,19.34,17.89,12.35,0.47,5,1.51,1.83,7,16.79,18.02,0.64,7.53,0,25.32,0,0.77,4.04,9.22,1.35,Y,Y,N,N,1,0,0,1,0,2
AU Small Finance,-12.4,44946.83,13.05,15.45,14.67,16.09,15.87,17.38,23.88,31.26,31.28,32.07,31.86,28.71,29.05,35.17,32.97,6.95,28.52,6.82,7.69,0.75,5,3.22,3.39,4,14.55,17.41,0.17,4.36,22.9,16.23,0,1.26,1.94,7.38,1.37,N,Y,N,N,1,0,0,1,0,2
Bandhan Bank,-21.54,27098.15,10.82,11.88,8.06,11.38,12.67,,9.72,13.9,16.85,20.78,20.78,14.64,23.22,25.22,,0.37,-3.29,4.52,,3.6,6,1.25,1.3,5,11.82,13.8,0.89,10.84,39.98,16.89,0,0.92,5.42,7.01,1.39,N,Y,N,N,0,0,0,1,0,1
Karur Vysya Bank,47,17264.76,17.17,13.66,13.68,10.48,9.07,9.79,9.59,8.89,9.75,10.52,11.32,14.46,7.12,5.55,4.84,64.15,49.88,14.41,12.28,0.19,7,1.72,1.92,7,19.49,16.96,1.12,12.03,2.13,45.76,4.65,0.76,2.29,9.12,1.48,Y,Y,N,Y,1,0,1,1,0,3
City Union Bank,28.19,12665.49,12.81,13.35,12.82,11.89,12.58,13.12,11.98,11.92,15.3,19.04,17.02,8.43,6.95,7.51,7.55,19.57,8.14,10.28,10.01,1.44,4,1.51,2.29,6,19.27,19.88,0.88,10.94,0,40.42,0,0.87,4.58,7.19,1.4,Y,Y,N,N,1,0,0,0,0,1
J & K Bank,-5.63,10750.84,16.03,13.13,12.54,6.64,6.35,3.72,5.3,5.24,5.09,5.8,6.37,11.4,7.88,7.67,5.18,38.88,14.06,14.07,-4.07,0.17,8,0.88,0.9,5,15.79,12.61,2.2,13.37,59.4,27.72,0,0.64,5.03,11.29,1.42,Y,Y,N,Y,0,0,1,0,1,2
RBL Bank,-28.42,9839.59,8.23,6.74,4.95,4.93,6.13,6.66,8.34,12.68,14.15,18.34,22.48,14.17,14.49,18.79,24.81,31.38,-1.03,7.18,19.09,1.36,6,0.66,0.73,7,9.42,9.12,0.93,7.77,0,58.35,0,0.72,3.99,7.95,1.22,N,Y,N,Y,0,0,0,0,0,0
Equitas Sma. Fin,-25.08,7931.25,14.36,12.2,11.74,11.61,10.59,,12.52,15.88,16.21,16.21,16.21,19.76,21.04,27.88,,27.79,27.44,31.5,,0.41,5,1.32,1.38,6,14.56,13.78,1.44,14.2,0,39.42,0,0.92,3.15,6.35,1.33,N,Y,N,Y,1,0,0,0,0,1
Karnataka Bank,-14.51,7643.76,13.7,15.42,12.45,10.8,10.01,10.35,5.7,5.12,4.62,5.06,5.71,10.01,7.04,6.95,7.08,30.51,17.68,13.17,13.26,0.26,5,0.7,0.87,5,15.74,16.35,2.72,15.88,0,67.67,0,0.68,6.8,9.44,1.31,Y,Y,N,N,0,0,0,0,0,0
Ujjivan Small,-33.01,6919.57,26.66,33.29,18.03,14.35,13.2,,5.95,8.01,9.2,9.2,9.2,26.48,25.39,59.42,,402.3,36.31,308.12,,0.13,7,1.25,1.12,4,22.59,26.42,4.19,6.07,0,72.87,0,1.01,2.65,5.99,1.62,N,Y,N,N,1,0,0,0,0,1
T N Merc. Bank,-24.91,6722.81,14.44,16.78,15.79,14.79,,,6.12,7.1,7.1,7.1,7.1,10.34,8.5,,,16.94,30.12,,,0.19,6,0.85,1.35,5,22.11,25.22,2.36,14.77,0,93.69,0,0.73,2.3,6.42,1.52,N,Y,N,N,0,0,0,0,0,0
South Ind.Bank,1.03,5889.24,13.81,12.37,9.52,6.66,6.4,6.96,4.86,6.65,6.9,8.95,11.46,5.64,4.61,5.69,5.56,158.66,30.18,12.95,6.1,0.14,6,0.67,0.65,6,12.43,10.72,1.33,7.33,0,83.26,0,0.59,5.25,11.99,1.29,N,Y,N,Y,0,0,0,0,0,0
CSB Bank,-3.89,5336.42,16.18,18.69,17.77,14.68,10.73,7.86,9.65,10.02,10.88,10.88,10.88,16.07,16.79,11.86,6.89,37.44,27.94,103.51,16.04,0.26,6,1.4,1.64,5,19.37,23.59,0,0,40,27.18,0,0.8,4.77,8.28,1.42,N,Y,N,N,1,0,0,0,0,1
