Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Hind.Aeronautics,124.63,278584.91,28.89,27.16,28.45,26.64,25.34,23.07,33.91,16.1,13.65,13.14,13.14,9.91,8.71,7.81,7.22,32.85,26.48,17.75,15.05,1.28,4,9.59,9.04,9,24.99,21.57,0.84,30.82,71.64,8.13,0,7.28,1.37,0,333.36,Y,Y,Y,Y,1,1,1,1,1,5
Thermax,95.8,64715.57,14.15,12.31,12.03,10.38,10.53,10.34,108.75,72.48,69.3,66.38,61.76,24.85,9.31,11.03,6.26,33.81,9.53,14.48,10.93,11.41,4,14.58,6.76,6,6.31,5.61,0.22,20.94,61.98,4.45,0,12.16,0.91,0.29,8.99,Y,Y,N,Y,0,0,1,0,1,2
Bharat Dynamics,114.19,37889.73,17.9,11.28,15.83,15.74,17.3,,65.54,37.76,25.96,21.46,21.46,7.38,-5.05,-9.82,,33.48,7.72,-50.14,,8.49,4,10.42,16.75,6,25.86,14.14,0.51,31.56,74.93,13.67,0,7.5,2.41,0,225.8,Y,Y,Y,Y,0,0,1,0,1,2
Jyoti CNC Auto.,,22580.84,20.83,-36.47,9.24,-6.54,,,104.85,247.9,247.9,247.9,247.9,36,6.76,,,31.09,58.19,,,0.81,4,16.55,15.13,6,11.25,-2.42,0,0,62.54,20.65,1.79,19.37,1.26,0.22,4.34,N,N,Y,Y,0,0,0,1,1,2
Jupiter Wagons,48.06,19452.62,27.36,16.77,19.38,18,,,54.27,30.49,29.51,29.51,29.51,54.06,75.97,65.89,38.69,10.49,41.54,18.29,10.11,0.68,6,11.65,5.14,6,9.13,6.05,0.22,7.43,68.11,26.43,0,14.32,0.75,0.21,11.75,Y,N,N,Y,0,0,1,0,1,2
BEML Ltd,85.8,15555.25,11.05,6.3,7.76,5.93,5.51,4.64,54.33,48.59,46.6,44.04,51.22,4.07,3.14,7.19,3.39,60.09,34.83,18.69,43.01,1.56,2,5.82,3.78,8,6.94,3.86,0.55,30.39,54.03,21.79,0,6.74,1.27,0.03,11.05,Y,Y,Y,Y,1,0,0,1,1,3
Titagarh Rail,54.39,15439,18.13,13.91,12.41,7.36,3.08,2.2,52.58,41.65,48.87,51.03,55.37,36.33,19.83,12.27,19.97,170.73,79.44,35.72,46.81,0.62,2,6.96,4.01,7,7.49,4.52,0.07,3.76,40.45,29.25,0.06,10.8,2,0.07,6.9,Y,Y,Y,Y,1,0,0,0,1,2
Action Const.Eq.,62.91,14562.68,30.58,18.78,23.16,20.67,19.46,16.57,42.24,31.53,27.9,27.53,42.63,33.41,16.76,21.37,16.81,60.44,42.16,57.42,56.79,0.99,6,11.84,4.86,8,11.28,7.33,0.16,7.26,65.41,22.43,0,13.65,0.38,0,17.67,Y,Y,Y,Y,0,1,1,0,1,3
Praj Industries,31.66,13066.35,23.34,23.69,21.66,17.76,15.02,13.79,45.57,40.8,38.88,40.79,33.67,38.5,24.88,20.96,13.4,50.17,35.34,29.44,18.35,1.28,3,10.25,3.81,5,7.92,6.69,0.84,38.92,32.81,30.82,0,9.63,1.1,0.13,28.82,Y,Y,N,Y,0,0,0,0,0,0
Elecon Engg.Co,37.12,12152.38,24.47,20.5,20.49,16.71,13.82,11.42,34.22,26.8,19.76,17.62,20.86,22.87,9.6,7.06,4.13,82.8,55.11,65.28,38.07,0.62,3,6.93,6.27,9,18.21,15.61,0.28,9.47,59.27,27.91,0,11.28,2.42,0.07,58.16,Y,Y,Y,Y,1,1,0,0,1,3
Tega Inds.,100.77,11908.86,17.28,20.61,18.42,19.24,17.4,,56.92,31.17,31.17,31.17,31.17,22.83,18.69,17,,6.38,37.73,140.65,,1.36,4,9.99,7.61,5,12.97,15.16,0.11,6.86,74.79,4.32,0,12.72,1.13,0.26,9.79,Y,Y,N,N,0,0,0,0,1,1
ION Exchange,16,9284,21.08,26.21,24.52,26.38,26.27,24.37,44.89,25.83,20.9,20.49,25.06,17.44,15.1,12.82,11.55,10.38,24.48,31.41,45.49,1.83,4,9.12,3.81,4,8.31,9.81,0.24,10.89,25.92,39.24,0,8.42,1.36,0.15,22.92,Y,Y,N,N,1,0,0,0,0,1
Azad Engineering,,8320.74,12.12,5.23,12.92,,,,121.84,27.64,27.64,27.64,27.64,40.56,,,,-51.43,,,,,5,12.9,22.9,6,15.1,3.37,0,0,65.9,18.61,0.76,19.35,2.94,0.06,3.32,Y,N,Y,Y,0,0,0,0,1,1
Lloyds Engineeri,62.99,8156.63,26.54,25.44,21.86,16.08,13.16,11.01,83.76,97.78,83.07,67,67,107.32,44.9,35.06,,409.49,87.15,80.73,,0.89,4,18.54,11.07,4,12.74,12.51,0.28,28.67,56.38,41.24,0,20.01,0.94,0.15,24.85,N,Y,N,Y,0,0,0,0,0,0
Texmaco Rail,60.19,7896.67,5.71,1.89,3.47,3.67,3.74,,38.01,69.12,51.79,69.23,82.08,27.53,13.52,14.92,,95.55,5.19,27.55,,4.29,5,2.95,1.76,7,3.2,1.15,0.25,17.64,48.14,35.28,0,5.19,1.54,0.35,3.3,N,Y,N,Y,0,0,0,0,1,1
GMM Pfaudler,-20.78,6171.28,19.65,24.54,20.44,21.09,20.9,19.93,40.92,44.2,63.06,44.29,40.86,51,46.97,38.47,28.59,27.5,28.5,29.7,24.73,1.41,3,6.38,1.86,8,5.04,6.6,0.15,5.02,25.18,44.4,0,5.32,1.06,0.94,3.21,N,Y,N,N,1,0,0,0,0,1
Skipper,129.82,5529.77,9.02,4.33,5.9,5.37,7.09,11,59.94,47.61,34.78,21.92,19.67,27.55,11.9,10.18,12.19,53.99,18.74,-7.03,10.72,3.2,5,6.39,1.45,9,2.28,1.64,0.02,1.41,66.48,28.89,0,5.09,0.64,0.65,1.81,Y,Y,N,Y,0,0,1,0,1,2
The Anup Enginee,156.76,5486.78,20.68,12.37,16.93,16.32,,,50.45,17.61,16.5,16.45,16.45,25.4,17.76,,,22.7,19.5,,,2.67,4,10.33,9.64,6,18.15,12.51,0.55,19.23,41.03,43.96,0,13.15,0.78,0.04,39.23,Y,Y,N,Y,0,0,1,0,0,1
Dixon Technolog.,159.31,83395.46,24.73,22.52,23.3,23.83,23.46,23.71,148.75,116.47,115.84,101.6,100.68,39.99,42.75,32.58,32.09,31.19,40.77,32.18,21.37,3.51,6,37.42,3.02,5,2.12,2.11,0.04,8.13,32.89,21.27,0,10.4,0.74,0.36,7.81,Y,Y,N,Y,0,0,1,0,1,2
Bharat Electron,106.01,199081.83,26.27,22.79,23.44,22.08,21.66,20.35,43.85,28.76,23.6,21.26,23.91,12.83,10.75,12.92,12.01,23.64,16.02,14.8,16.33,2.74,5,11.27,9.23,9,19.57,16.81,0.81,40.36,51.14,11.37,0,10.06,1.17,0,852.29,Y,Y,N,Y,0,1,1,0,1,3
Honeywell Auto,36.3,43639.94,14.76,14.54,14.02,16.57,17.39,17.1,81.65,85.06,81.17,76.28,65.24,10.07,5.03,7.73,9.05,2.91,6.93,16.72,19.27,11.78,3,12.1,10.68,7,12.36,12.7,0.2,17.55,75,9.78,0,17.43,3.59,0.02,180.95,N,Y,Y,N,0,0,0,0,1,1
Kaynes Tech,122.83,33935.95,10.53,16.38,12.87,,,,161.95,122.61,122.61,122.61,122.61,62.49,,,,25.66,,,,,5,13.63,16.87,4,10.06,8.45,0,0,57.75,11.25,0,19.43,2.77,0.13,5.08,Y,Y,N,Y,0,0,1,0,1,2
Amber Enterp.,112.27,20835.52,6.74,8.75,7.39,8.22,8.51,8.58,112.13,72.42,78.06,69.7,69.7,30.46,19.58,22.22,21.33,16.33,5.95,23.22,14.95,15.11,5,9.87,2.55,5,2.09,2.4,0,0,39.79,16.02,0,7.37,0.66,0.96,2.43,Y,Y,N,N,0,0,0,0,0,0
PG Electroplast,183.6,14808.51,18.86,21.97,18.84,,,,80.13,47.66,47.66,47.66,47.66,57.48,,,,104.61,,,,,4,14.19,4.37,7,4.93,3.6,0.04,3.86,53.42,25.91,0,13.1,0.9,0.42,5.2,Y,Y,N,Y,0,0,1,0,1,2
Data Pattern,12.1,12080.78,14.26,14.23,15.77,16.67,15.74,14.41,64.04,68.26,68.26,68.26,68.26,32.4,31.73,39.94,23.5,-54.05,-6.88,32.55,-2.38,0.73,4,9.12,22.62,5,34.17,27.32,0.3,20.03,42.41,34.47,0,13.91,2.49,0,24.75,N,Y,Y,Y,0,0,0,0,1,1
Genus Power,53.15,11850.39,5.92,3.62,4.28,5.72,6.33,7.45,120.57,82.91,57.3,31.21,19.78,25.42,2.61,9.35,4.6,7.12,-2.58,1.4,0.52,172.24,3,7.57,8.76,5,6.28,4.34,0.15,30.31,39.33,34.62,66.79,9.09,1.59,0.38,3.14,Y,Y,N,Y,0,0,0,0,0,0
Syrma SGS Tech.,-36.79,6740.24,6.81,11.24,8.74,,,,63.59,73.14,73.14,73.14,73.14,52.7,,,,-80.64,,,,,5,4.1,1.76,1,3.94,5.98,0.4,24.8,46.89,36.35,0,4.8,0.82,0.4,4.44,N,Y,N,N,0,0,0,0,1,1
Esab India,6.43,9349.73,56.94,53.16,48.15,36.63,29.17,23.34,56.64,56.65,50.55,46.41,34.36,22.21,13.11,15.04,11.09,40.35,23.08,26.68,17.14,2.45,3,30.55,7.33,7,12.97,12.29,1.42,81.21,73.72,11.59,0,31.96,1.27,0.01,507.64,N,Y,N,Y,0,0,0,0,1,1
Graphite India,7.4,9655.46,0.95,4.66,5.24,3.26,17.07,15.12,32.21,28.01,26,20.72,21.95,14.64,-17.8,10.48,3.91,53.82,-57.04,-4.59,-7.95,-0.56,3,1.72,3.29,5,1.7,7.25,2.23,26.6,65.34,20.08,0,4.27,0.68,0.03,28.43,Y,Y,Y,N,1,0,0,0,1,2
HEG,31.79,7996.99,7.14,13,10.5,6.21,22.43,19.88,40.88,13.91,13.15,12.42,14.23,24.03,-18.34,15.77,5.22,84.2,-36.44,37.64,12.6,-1.12,2,1.81,3.48,5,12.98,21.63,1.09,27.87,55.78,24.51,0,4.27,0.95,0.14,7.99,Y,Y,N,N,1,0,0,0,1,2
Siemens,97.74,241323.28,15.36,13.79,13.58,12.35,11.99,11.75,99.54,81.71,79.3,73.55,71.6,22.1,7.14,7.53,4.7,35.72,16.18,15.18,26.77,6.15,3,17.35,12.13,8,10.53,10.2,0.15,18.63,75,9.42,6.67,19.98,1.85,0.01,76.42,Y,Y,Y,Y,0,0,0,0,1,1
A B B,87.64,159390.06,22.92,17.01,17.76,14.06,13.72,12.87,99.04,102.52,102.77,93.06,85.24,21.52,9.32,2.75,3.07,92.69,19.98,19.52,21.4,4.96,5,25.13,13.94,9,11.94,8.92,0.32,49.99,75,7.29,0,24.64,1.6,0.01,124.78,N,Y,Y,Y,0,1,0,1,1,3
CG Power & Ind,93.42,113643.09,57.78,66.05,71.03,,,,126.9,72.64,70.09,70.09,68.92,39.5,0.12,5.54,-5.14,131.77,28.86,18.68,9.13,3.02,3,32.31,12.9,6,17.27,13.15,0.17,13.91,58.07,15.92,0,30.34,1.36,0.01,272.71,Y,Y,Y,Y,0,0,0,1,1,2
Havells India,34.53,106263.49,17.95,16.97,18.65,18.93,19.04,19.34,75.37,71.58,69.69,67.19,60.6,21.14,13.04,17.17,8.73,7.53,9.78,12.07,10.81,7.68,4,13.63,5.26,7,6.79,6.34,0.53,44.39,59.41,5.58,0,16.52,0.98,0.04,41.87,Y,Y,Y,Y,0,0,1,0,1,2
Suzlon Energy,110.19,91327.61,28.77,,,,,,98.9,110.34,110.34,101.67,69.22,24.96,5.38,-9.08,-10.77,41.14,17.34,-11.93,7.47,5.01,4,23.22,12.68,7,11.06,2.89,0,0,13.25,54.02,0,23.01,0.99,0.04,7.29,N,Y,Y,Y,0,1,0,0,0,1
B H E L,84.32,75508.54,1.13,2.47,1.77,-2.12,-0.71,-0.07,751.93,68.39,39.57,60,39.09,11.34,-4.73,-2.47,-4.92,28.11,-22.53,-6.16,-22.01,-33.37,2,3.09,3.1,3,1.16,2.69,0.12,30.85,63.17,12.65,0,3.42,1.08,0.36,1.01,Y,N,N,N,0,0,0,0,1,1
Hitachi Energy,213.06,56407.68,12.74,8.03,12.54,,,,328.35,155.03,153.87,153.87,153.87,15.26,,,,10.98,,,,,4,41.48,10.21,9,3.13,2.11,0.03,10.36,75,10.9,0,21.13,0.89,0.16,6.02,Y,Y,N,Y,0,0,1,0,1,2
Waaree Energies,,43178.67,33.35,43.56,34.74,,,,43.69,,,,,80.05,,,,180.94,,,,,3,,3.79,9,8.93,7.58,,0,,,,7.94,1.01,0.11,10.73,N,N,N,Y,0,0,0,0,0,0
GE T&D India,351.45,43001.04,15.66,0.58,0.98,-2.79,3.28,2.84,149.65,251.66,195.86,61.69,82.54,-2.83,-5.57,-3.46,-1.06,46.35,-3.62,22.28,4.48,-41.34,3,34.6,12.62,9,5.72,0.23,0.12,28.29,59.38,8.19,0,21.15,0.91,0.03,22.26,N,N,Y,Y,0,0,0,0,0,0
Premier Energies,,42600.43,43.66,-3.68,16.19,,,,184.44,124,124,124,124,64.87,,,,114.66,,,,,3,,13.55,7,7.35,-1.08,0,0,64.25,25.07,0,20.03,0.79,1.43,3.38,Y,N,N,Y,0,0,0,0,0,0
Apar Inds.,88.23,37958.05,26.83,32.27,25.93,22.11,20.17,19.06,45.72,18.7,15.27,16.6,17.54,36.24,15.19,18.82,13.31,69.88,42.7,24.17,24.46,1.04,4,9.79,2.31,5,5.08,4.45,0.54,24.83,57.77,10.85,0,9.47,1,0.12,3.73,Y,Y,N,Y,1,0,1,0,1,3
Inox Wind,286.7,26459.2,-1.81,-48.87,-27.68,-23.35,-17.06,-5.67,138.53,390.21,390.21,22.15,13.62,34.86,3.95,-9.12,1.07,24.59,7.94,,,34.89,2,9.92,11.01,4,-2.32,-87.92,0,0,48.28,26.83,1.13,6.42,0.65,1.33,1.89,N,N,N,Y,0,0,0,0,1,1
Crompton Gr. Con,37.62,25227.86,15.55,18.12,19.68,24.48,,,53.93,40.61,40.26,39.53,39.53,15.04,10.3,,,-10.41,1.33,,,29.15,4,8.4,3.33,5,6.04,6.93,0.77,43.86,0,13.97,0,9.01,0.57,0.23,9.37,Y,Y,N,N,0,0,0,0,0,0
Triveni Turbine,104.55,21941.45,28.53,21.5,22.11,21.84,21.91,24.59,76.13,58.52,50.93,39.52,38.9,33.03,14.51,12.08,12.31,31.53,20.48,11.07,14.41,3.79,6,22.86,12.6,9,14.86,13.96,0.38,42.52,55.84,4.59,0,23.8,0.97,0,132.64,Y,Y,Y,Y,0,1,1,0,1,3
V-Guard Industri,33.87,17884.72,13.79,12,14.25,15.68,16.44,17.61,68.88,48.92,50.77,58.68,51.04,19.1,12.18,11.82,11.72,4.78,6.53,6.57,12.25,9.98,4,10.1,3.71,7,5.08,4.43,0.34,26.34,54.42,11.88,0,13.15,0.78,0.2,10.91,Y,Y,N,Y,0,0,1,0,1,2
Schneider Elect.,126.63,17456.69,126.24,1194.71,,,,,92.4,66.25,69.65,76.71,87.62,19.38,9.68,8.3,6.14,146.18,138.2,17.25,14.88,0.67,5,82.48,7.58,8,7.96,6.1,0,0,75,19.4,0,20.26,1.05,2.98,4.48,Y,Y,N,Y,0,0,1,0,1,2
T R I L,411.72,12480.14,9.33,10.85,8.25,5.68,4.59,3.56,103.28,33.87,32.1,30.28,31.71,20.28,8.59,6.69,5.84,79.17,54.88,8.31,22.82,1.81,3,11.31,7.49,6,3.62,3.03,0.02,6.41,66.17,17.57,22.26,14.39,1.91,0.22,4.65,Y,Y,Y,Y,0,0,0,0,1,1
Volt.Transform.,144.95,12363.58,24.28,19.18,19.8,17.21,16.17,14.79,36.79,20.03,17.01,15.17,16.58,32.66,14.29,14.91,13.77,48.36,29.24,23.43,30.4,1.26,5,9.13,7.18,7,18.49,14.19,0.74,29.63,38,10.82,0,16.61,1.96,0,197.66,Y,Y,N,Y,1,1,1,0,0,3
Ujaas Energy,10700.63,7278.33,55.47,-30.67,-0.5,-6.84,-2.03,2.8,151.07,68.55,27.41,51.51,60.98,-8.67,-29.73,-33.93,-25.76,63.96,62.43,11.03,6.94,3.52,2,100.77,281.78,8,144.07,-59.85,0,0,93.79,6.22,0,107.88,1.72,0.21,4.23,Y,N,Y,Y,0,0,0,0,1,1
Insolation Ener,513.34,7209.43,68.51,28.5,,,,,130.56,68.08,68.08,68.08,68.08,,,,,,,,,,1,66.55,9.78,8,7.49,3.83,0,0,69.98,29.37,0,48.91,1.03,0.89,7.41,Y,Y,N,Y,0,0,0,0,1,1
TD Power Systems,56.18,5959.19,18.08,16.93,16.22,13.04,9.37,6.32,46.9,30.71,24.67,26.34,29.31,19.01,16.86,14.84,7.62,43.84,105.51,63.85,18.63,0.45,5,8.45,5.65,7,11.83,10.98,0.29,14.51,34.27,19.85,0,12.28,1.76,0,116.46,Y,Y,Y,Y,1,0,1,0,0,2
Shilchar Tech.,164.9,5468.3,55.53,42.96,43.98,33.66,29.61,29.06,50.72,18.81,17.99,18.57,15.14,49.91,27.37,20.25,14.73,154.9,63.87,33.28,36.3,0.79,5,21.29,11.86,7,23.16,15.42,0.17,10.38,64.01,32.22,0,28.54,2.11,0,518.43,Y,Y,Y,Y,0,1,1,0,1,3
Websol Energy,614.64,5392.53,-6.4,-11.07,-4.19,-0.11,-2.53,,664.92,63.23,13.81,10.71,7.96,-44.78,-17.72,-29.41,-21.86,,12.13,,6.36,61.62,4,48.67,39.28,6,-37.01,-123.05,0,0,27.71,71.8,93.04,25.17,0.15,1.7,-0.11,Y,N,N,Y,0,0,0,0,0,0
Sudarshan Chem.,97.88,6525.36,11.3,5.4,10.98,14.44,15.16,16.76,54.42,45.12,30.47,29.23,28.35,10.85,9.77,10.26,8.66,-7.48,6.91,1.13,12,7.88,2,5.68,2.54,9,4.4,1.95,0.49,8.91,30.55,41.29,0,6.81,0.88,0.41,5.98,Y,Y,Y,Y,0,0,0,0,0,0
Whirlpool India,32.66,27768.67,5.69,6.08,6.47,9.9,12.16,13.94,110.15,97.57,86.77,79.61,57.64,2.39,3.25,7.01,8.5,-18.66,-15.03,-7.48,3.92,-7.33,4,8.61,4.09,7,2.84,2.98,0.23,37.9,51,8.01,0,11.09,1.48,0.07,12.6,Y,Y,N,N,0,0,0,0,1,1
TTK Prestige,5.51,11579.12,11.19,13.78,14.33,14.85,15.44,,52.92,42.73,43.57,44.93,45.87,6.87,4.91,6.31,,-0.38,3.21,5.78,,16.43,3,5.55,4.32,4,8.41,9.1,0.72,36.4,70.52,7.6,0,9.69,2.06,0.09,21.5,Y,Y,N,N,0,0,0,0,1,1
Symphony,89.08,11040.02,18.04,13.48,15.49,17.77,19.48,22.76,52.08,53.09,53.9,55.32,61.57,8.71,6.5,6.09,12.79,9.85,6.75,-1.36,9.67,8.09,2,14.74,7.97,8,12.71,9.76,0.81,60.51,73.39,11.51,0,17.55,0.65,0.23,27.3,N,Y,Y,Y,0,0,0,0,1,1
Eureka Forbes,8.88,10258.43,2.45,0.69,1.29,1.26,1.24,,92.16,114.11,114.11,114.11,114.11,553.34,142.83,81.72,,52.58,32.71,9.2,,0.54,4,2.44,4.59,9,4.63,1.36,0,0,62.56,17.29,53.66,4.02,0.3,0.01,19.51,N,Y,N,Y,0,0,0,0,1,1
Bajaj Electrical,-19.14,9733.44,7.74,11.6,9.27,8.07,9.4,9.33,73.39,60.34,61.79,57.5,55.23,0.48,-6.97,1.25,1.49,-6.48,-5.22,2.47,37.72,-14.77,1,6.75,2.08,3,2.79,4.33,0.36,26.22,62.76,13.41,2.55,6.16,0.85,0.15,3.42,Y,Y,Y,N,1,0,0,0,1,2
IFB Industries,131.7,8216.85,9.95,2.66,1.74,3.73,5.91,6.81,78.19,118.83,90.07,72.73,51.97,16.44,11.18,13.84,15.5,3.44,3.35,3.56,12.74,23.34,4,11.32,1.83,8,1.59,0.42,0,0,74.96,17.22,0,8.9,0.53,0.22,6.55,N,N,Y,Y,0,0,0,0,1,1
DCM Shriram,2.38,15506.9,6.6,15.14,13.62,14.69,16.78,16.88,31.59,19.12,14.68,12.24,10.83,9.55,7.05,9.49,5.86,-14.26,-13.6,-3.2,6.46,-2.27,3,2.38,1.41,4,3.84,7.67,0.66,23.14,66.52,21.28,0,4.39,0.65,0.33,9.45,Y,Y,N,N,1,0,0,0,1,2
Swan Energy,26.02,14583.58,7.01,-2.07,1.48,0.33,0.08,0.09,39.93,63.91,63.91,237.05,525,150.16,41.27,46.25,31.17,75.53,82.09,172.44,44.22,0.44,4,2.32,2.72,7,11.63,-4.33,0.02,1.04,53.96,20.58,18.4,3.71,2.9,0.55,4.49,N,Y,N,Y,1,0,0,0,1,2
3M India,13.34,38034.73,24.81,18.75,18.07,14.6,15.92,16.55,67.19,76.15,81.42,76.73,75.66,17.5,6.93,7.53,8.47,53.48,10.65,12.1,28.58,6.31,4,16.04,9.64,9,13.64,11.14,0.47,143.96,75,12.8,0,21.27,1.87,0.01,155.79,N,N,Y,Y,0,0,0,0,1,1
Nava,115.6,12953.13,17.85,21.84,17.57,15.31,13.69,11.9,13.43,6.4,4.53,4.98,6.13,14.43,5.32,16.01,8.25,43.64,36.91,61.69,17.94,0.43,3,1.87,3.24,9,30.24,33.99,0.45,4.62,48.85,39.96,0,4.39,3.45,0.06,7.79,Y,Y,Y,N,1,0,0,0,1,2
Quess Corp,64.09,10222.47,11.15,7.37,9.48,7.64,8.96,9.8,29.76,35.71,37.11,38.49,39.77,20.79,17.5,23.68,34.23,85.57,3.26,11.08,7.96,8.27,3,3.65,0.52,8,1.58,1.07,1.45,53.45,56.59,16.62,0,6.88,1.34,0.3,4.18,N,Y,N,Y,0,0,0,0,1,1
Hindustan Foods,8.89,6526.67,18.24,21,18.52,18.2,,,67.36,86.78,84.77,84.77,84.77,25.1,41.14,,,32.17,35.76,,,1.32,4,10.11,2.17,5,3.38,2.74,0,0,63.81,19,0,8.01,0.54,1.13,2.9,N,Y,N,Y,0,0,0,0,1,1
Titan Company,4.67,289999.79,32.91,30.75,30.28,26.52,26.13,25.6,83.96,86.99,89.31,82.14,72.83,33.14,20.9,21.25,16.67,53.78,20.23,24.04,16.84,4.15,3,30.87,5.53,4,6.84,8.07,0.34,28,52.9,17.33,0,18.02,0.3,1.65,7.21,N,Y,N,N,0,0,0,0,1,1
Kalyan Jewellers,133.68,69267.87,15.22,13.46,12.4,9.61,,,109.9,30.65,36.43,36.43,36.43,29.34,13.68,,,366.53,164.73,,,0.63,5,16.52,3.51,7,3.21,3.24,0.18,20.69,60.59,7.62,0,11.49,0.22,1.07,3.57,Y,Y,N,N,0,0,0,0,1,1
P N Gadgil Jewe.,,9490.76,38.52,14.84,23.4,19.43,,,61.55,58.7,58.7,58.7,58.7,49.6,21.01,,,112.19,23.69,,,1.4,5,,1.57,5,2.56,1.26,0,0,83.11,7.29,0,21.86,0.46,0.66,5.69,Y,N,Y,Y,0,0,1,0,0,1
Senco Gold,92.39,9357.78,16.32,19.35,18.09,16.96,,,43.81,31.52,31.52,31.52,31.52,25.27,16.05,,,28.05,11.59,,,2.15,4,6.79,1.75,3,3.61,3.95,0.17,8.23,67.47,14.36,0,7.22,0.4,1.28,3.58,Y,N,N,N,0,0,0,0,1,1
Rajesh Exports,-47.38,7037.52,2.24,10.54,6.87,7.92,9.8,11.86,185.05,16.94,16.69,16.11,15.55,2.81,9.81,2.13,25.4,-26.5,-23.66,-17.07,-0.63,-7.82,3,0.46,0.03,5,0.12,0.42,0,0,54.55,19.54,0,13.76,2.15,0.04,1.59,Y,Y,Y,N,0,0,0,0,1,1
PC Jeweller,367.29,6622.23,-18.99,-5.36,-10.94,-5.59,-2.33,1.67,432.26,17.43,16.17,11.42,17.42,-40.19,-41.3,-31.41,-19.55,,,,,,2,1.93,6.66,3,-104.01,-8.22,0,0,54.53,40.69,0,3.36,0.32,1.17,0.55,Y,N,N,N,0,0,0,0,0,0
Thangamayil Jew.,52.3,5874.31,27.95,22.37,21.79,23.74,22.3,18.4,48.47,29.45,25.34,24.7,25.48,28.14,21.53,16.68,12.38,12.44,32.39,36.46,27.98,1.49,2,11.91,1.43,6,3.22,2.53,0.47,22.27,61.27,21.42,2.62,10.71,0.14,1.08,5.62,Y,Y,N,Y,0,0,0,0,1,1
Sky Gold,409.65,5109.93,23.62,21.28,21.05,18.4,18.04,,100.12,32.96,32.75,27.51,27.51,29.94,16.69,40.14,,118.8,60.17,30.35,,1.49,5,19.34,2.44,5,2.32,1.61,0,3.27,58.24,34.07,0,19.5,0.61,1.3,3.8,Y,Y,N,Y,0,0,1,0,1,2
Blue Dart Expres,21.06,18318.49,22.74,34.92,34.7,29.29,27.97,29.91,62.49,47.19,51.4,54.89,62.02,17.01,10.66,10.08,10.52,35.71,26.28,10.94,9.11,2.38,4,13.4,3.41,5,5.5,6.93,0.32,19.73,75,6.6,0,11,0.62,0.78,5.81,Y,Y,Y,N,0,0,0,0,1,1
DLF,44.92,192331.72,6.95,5.47,5.71,4.27,3.81,3.3,53.41,58.33,56.35,58.5,59.54,5.88,-5.14,-3.46,-2.52,32.5,13.96,21.55,15.68,3.22,4,4.78,27.5,6,41.68,35.56,0.64,45.38,74.08,4.62,0,6.43,0.73,0.11,7.24,N,Y,Y,Y,N,0,0,0,1,1
Macrotech Devel.,46.78,107719.85,10.74,7.09,10.33,10.66,13.39,,50.14,50.01,48.96,48.96,48.96,23.71,-2.83,3.84,,56.35,-4.66,3.36,,-238.76,5,5.92,8.67,8,15.74,9.33,0.21,14.44,72.11,0.91,0,5.29,0.36,0.44,6.85,Y,Y,Y,Y,1,0,1,0,1,3
Rail Vikas,166.17,87518.72,20.39,20.94,20.61,20.27,19.36,17.57,64.96,17.76,7.31,7.45,7.45,12.16,16.65,20.43,24.17,15.86,19.64,20.83,24.64,3.31,4,11.12,4.3,9,6.73,6.25,0.5,30.07,72.84,15.78,0,9.91,2.09,0.77,4.14,Y,Y,N,Y,0,1,1,0,1,3
Godrej Propert.,82.83,81451.34,6.79,5.39,5.4,3.92,4.06,4.68,58.76,88.13,89.16,94.36,76.25,58.32,1.5,9.75,9.92,70.44,20.3,14.65,13.41,2.35,3,7.51,22.7,1,22.19,23.3,0,0,58.48,6.08,0,4.22,0.46,1.25,11.21,N,Y,N,N,N,0,0,0,1,1
Prestige Estates,128.17,73523.5,12.9,7.56,9.13,8.62,8.49,8.63,54.88,34.84,34.25,32.19,30.03,2.84,8.78,7.41,11.94,43.67,29.96,25.43,14.4,1.73,2,6.06,9.12,6,20.65,9.82,0.11,5.25,60.94,3.19,0,3.49,0.35,1.19,2.6,Y,Y,N,Y,1,0,0,0,1,2
Oberoi Realty,76.68,70602.46,13.49,16.6,13.64,11.81,11.38,10.63,30.4,26.94,28.52,28.35,28.28,29.87,11.73,22.06,18.87,33.62,17.17,23.53,17.92,1.77,4,4.77,13.86,7,39.09,44.8,0.41,7.55,67.7,1.94,0,8,1.37,0.14,15.26,Y,Y,N,N,N,0,0,0,1,1
