Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Ramkrishna Forg.,46.75,16405.83,17.02,20.65,18.81,13.78,14.03,13.54,44.59,25.88,26.11,24.9,24.87,45.31,15.42,23.15,24.73,142.33,20.7,57.15,39.9,1.92,5,5.58,4.01,6,8.62,7.76,0.22,10.59,43.17,27.43,5.77,6.41,0.66,0.5,4.26,Y,Y,N,Y,1,0,1,0,1,3
KEI Industries,53.42,34772.72,20.25,20.21,19.96,19.66,20.42,20.24,55.68,36.19,30.31,24.09,19.39,24.68,13.9,17.45,17.48,29.1,22.8,27.03,44.81,2.13,4,10.06,3.99,6,7.17,6.91,0.09,5.44,37.06,15.82,0,15.24,1.5,0.1,16.3,Y,Y,N,Y,0,0,1,0,0,1
Finolex Cables,36.58,18192.9,13.99,12.16,14.07,14.06,14.3,,24.75,22.05,15.66,18.12,20.71,21.9,10.25,10.81,,12.19,9.71,7.21,,2.55,5,3.68,3.61,7,13,11.25,0.67,18.78,35.86,36.1,0,8.08,2.36,0,454.99,Y,Y,N,Y,0,0,1,0,0,1
R R Kabel,11.95,17017.84,20.75,20.34,22.39,22.94,,,64.7,64.69,64.69,64.69,64.69,34.41,22.53,,,-22.18,-6.61,,,2.32,5,8.48,2.43,8,4.45,3.33,0.4,22.79,61.78,16.54,0,12.38,1,0.24,7.61,Y,N,Y,Y,0,0,0,0,1,1
Radico Khaitan,82.91,30344.12,11.29,9.82,11.45,13.24,13.28,12.39,104.95,73.79,50.19,41.96,29.84,20.03,14.75,13.84,11.54,-1.91,6.29,17.73,13.33,16.55,3,12.13,6.75,6,6.23,6.49,0.13,15.68,40.24,16.45,0,13.76,0.98,0.36,6.41,Y,Y,N,N,0,0,0,0,1,1
Timken India,14.38,25357.74,17.56,21.13,19.89,17.64,17.09,17.26,63.66,63.15,60.85,56.54,50.49,27.3,11.82,15.59,15,39.77,21.35,20.27,22.74,2.98,3,10.49,8.52,6,13.44,13.91,0.07,4.8,51.05,11.02,0,16.79,2.16,0.01,135.49,Y,Y,Y,N,0,0,0,0,1,1
SKF India,2.47,25189.14,21.94,24.81,23.16,20.54,19.73,18.57,45.28,46.13,43.27,40.47,34.98,19.61,8.53,8.21,7.22,22.91,10.56,13.41,12.5,4.29,4,9.39,5.44,5,12.06,12.18,2.55,116.48,52.58,11.86,0,14.6,2.22,0,619.23,N,Y,Y,N,0,0,0,0,1,1
Bank of India,-0.25,43960.56,9.98,6.33,7.59,4.56,0.14,-1.16,6.38,8.22,8.68,8.68,7.74,14.34,8.29,6.39,4.82,32.54,21.76,17.16,-11.09,0.25,8,0.62,0.69,5,10.71,7.73,2.9,19.42,73.38,7.13,0,0.53,3.44,11.64,1.24,N,N,N,Y,0,0,0,1,1,2
Central Bank,13.07,43630.4,8.71,5.92,6.3,2.47,-4.48,-4.89,12.77,16.03,16.03,16.03,17,10.56,6.28,3.18,2.34,56.92,17.32,12.21,8.9,0.64,5,1.35,1.33,5,8.72,6.59,0,0,93.08,3.75,0,0.61,5.09,12.53,1.26,N,N,N,Y,1,0,0,1,1,3
Bank of Maha,15.61,37704,22.83,17.44,17.04,13.33,3.53,2.01,7.7,9.63,11.55,11.55,10.92,19.97,13.57,7.87,5.54,87.62,18.46,13.95,1.92,0.33,7,1.75,1.67,7,19.86,16.37,2.86,24.35,79.6,7.43,0,0.65,3.93,14.01,1.43,N,Y,N,Y,1,1,0,1,1,4
Pun. & Sind Bank,20.15,32289.37,3.88,9.01,7.17,-1.45,-3.15,-1.71,47.85,17.12,17.12,16.56,10.59,11.6,2.52,2.47,1.97,28.67,15.88,-22.06,-22.28,1.9,5,2.08,3.12,5,6.14,16.41,0.42,22.77,98.25,1.11,0,0.82,4.06,8.32,1.13,Y,Y,N,N,1,0,0,1,1,3
IDFC First Bank,-23.88,49011.89,10.1,10.59,7.72,3.02,1.57,,17.18,19.41,20.96,18.74,18.86,23.84,19.97,19.77,,71.34,24.91,4.71,,0.6,5,1.43,1.52,4,9.68,10.93,0,0,0,47.35,0,0.78,1.87,7.79,1.25,N,Y,N,N,1,0,0,1,0,2
Federal Bank,33.46,45677.5,14.84,15.29,13.92,12.96,12.27,11.93,11.34,9.94,9.99,10.6,11.06,18.08,15.16,15.14,12.9,24.06,19.34,17.89,12.35,0.47,5,1.51,1.83,7,16.79,18.02,0.64,7.53,0,25.32,0,0.77,4.04,9.22,1.35,Y,Y,N,N,1,0,0,1,0,2
AU Small Finance,-12.4,44946.83,13.05,15.45,14.67,16.09,15.87,17.38,23.88,31.26,31.28,32.07,31.86,28.71,29.05,35.17,32.97,6.95,28.52,6.82,7.69,0.75,5,3.22,3.39,4,14.55,17.41,0.17,4.36,22.9,16.23,0,1.26,1.94,7.38,1.37,N,Y,N,N,1,0,0,1,0,2
Bandhan Bank,-21.54,27098.15,10.82,11.88,8.06,11.38,12.67,,9.72,13.9,16.85,20.78,20.78,14.64,23.22,25.22,,0.37,-3.29,4.52,,3.6,6,1.25,1.3,5,11.82,13.8,0.89,10.84,39.98,16.89,0,0.92,5.42,7.01,1.39,N,Y,N,N,0,0,0,1,0,1
Karur Vysya Bank,47,17264.76,17.17,13.66,13.68,10.48,9.07,9.79,9.59,8.89,9.75,10.52,11.32,14.46,7.12,5.55,4.84,64.15,49.88,14.41,12.28,0.19,7,1.72,1.92,7,19.49,16.96,1.12,12.03,2.13,45.76,4.65,0.76,2.29,9.12,1.48,Y,Y,N,Y,1,0,1,1,0,3
Escorts Kubota,11.25,39161.69,12,8.56,10.67,12.69,13.46,12.56,37.22,38.96,29.99,29.34,28.61,8.05,7.16,11.44,3.13,13.52,19.54,35.85,16.83,2.18,2,4.22,4.45,8,11.77,8.01,0.51,18.96,68.04,13.73,0,8.1,1.37,0.01,114.11,N,Y,Y,Y,0,0,0,1,1,2
Ola Electric,,34091.3,,-116.22,,,,,,,,,,1699.32,,,,25.99,,,,,3,,6.8,4,-31.89,-53.1,0,0,36.78,48.41,0,7.11,0.83,6.41,-7.56,N,N,N,Y,0,0,0,0,0,0
Sona BLW Precis.,26.86,43441.26,20.91,18.29,20,19.8,,,75.64,77.06,78.23,78.23,78.23,26.69,35.42,,,30.84,-32.42,,,3.1,5,8.31,12.49,6,16.24,14.67,0.44,34.69,28.04,7.44,0,13.78,5.89,0.04,23.27,N,Y,Y,Y,0,0,0,0,0,0
Exide Inds.,78.96,38241.5,7.05,7.28,18.78,16.79,16.16,16.29,43.73,21.19,21.21,22.32,22.49,17.42,2.64,5.97,7.35,1.77,1.85,0.79,4.65,23.64,2,2.97,2.25,6,5.08,5.25,0.44,19.39,45.99,23.73,0,5.68,0.48,0.09,11.2,Y,Y,N,N,0,0,0,0,1,1
Endurance Tech.,48.96,33422.9,13.64,11.31,12.54,14.22,15.49,16.45,46.37,42.11,40.97,40.84,39.9,16.1,6.4,9.04,9.29,7.1,4.96,10.07,-0.13,9.35,4,6.71,3.15,8,6.25,5.35,0.36,17.57,75,1.9,0,9.6,0.96,0.15,22.14,Y,Y,N,Y,0,0,1,0,1,2
Sundram Fasten.,6.15,28737.16,16.22,17.35,17.2,17,19.04,19.74,53.62,44.32,43.48,37.55,34.54,15.85,4.45,8.02,7.55,13.65,2.64,6.31,15.8,20.31,2,8.4,4.99,7,9.28,8.74,0.5,27.59,46.95,19.45,0,12.22,1.12,0.19,25.51,Y,Y,Y,Y,0,0,0,1,1,2
Motherson Wiring,1.98,27592.13,42.45,39.79,48.17,,,,41.55,52.41,52.41,52.41,52.41,28.36,,,,,,,,,6,16.46,3.19,9,7.66,6.88,1.28,55.41,61.73,11.41,0,18.98,1.01,0.15,36.04,N,Y,N,Y,0,0,0,0,1,1
ZF Commercial,-12.7,26330.42,15.4,13.86,12.19,10,11.54,12.59,65.14,78.71,82.33,73.2,71.37,26.63,5.8,9.02,13.05,64.31,8.87,10.39,13.16,7.34,2,9.45,7,7,10.58,9.1,0.12,7.96,67.49,7.36,0,16.01,4.56,0,100.82,N,Y,N,Y,0,0,0,0,1,1
Amara Raja Ener.,99.97,22728.09,14.02,14.54,13.53,14.72,14.98,16.4,24.19,16.44,17.24,20.58,25.68,16.35,10.64,11.31,12.6,9.46,11.62,8.56,8.49,1.84,6,3.36,1.96,6,7.95,7.39,0.8,20,32.86,29.43,0,7.21,0.89,0.02,39.59,Y,Y,N,Y,1,0,1,0,0,2
JBM Auto,29.11,18578.99,15.92,12.9,15.78,13.39,14.27,15.19,102.05,75.71,44.48,32.8,22.43,36.21,17.81,18.79,13.89,52.22,8.95,13.1,11.63,8.36,4,15.91,3.57,9,3.78,3.24,0.1,9.92,67.53,29.14,0,8.14,0.67,1.82,2.21,Y,Y,N,Y,0,0,1,0,1,2
Bombay Burmah,80.83,18401.99,16.33,-70.09,-17.57,-6.49,-2.16,1.02,16.53,16.56,16.23,19.2,15.98,8.5,8.41,8.88,8.93,24.43,2.78,7.79,13.54,5.95,6,3.94,1.06,7,10.55,-20.09,0.05,1.22,74.05,14.97,0,5.43,0.52,0.46,12.49,N,N,Y,Y,0,0,0,0,1,1
Natl. Aluminium,139.99,40198.36,12.58,11.96,16.25,13.02,12.69,10.89,20.15,9.16,13.01,12.41,13.11,13.66,2.72,8.26,6.85,10.45,0.51,14.91,15.21,100.75,6,2.76,3.13,8,13.31,10.82,2.28,44.58,51.28,17.34,0,5.66,1.3,0.01,148.21,Y,Y,Y,Y,0,0,1,1,1,3
Blue Star,114.18,38021.26,21.17,24.04,21.14,18.85,19.21,19.23,76.11,58.98,59.91,52.25,48.02,31.46,13.09,11.99,12.68,73.74,15.61,17.85,16.9,4.44,5,14.57,3.68,6,4.31,3.54,0.38,34.68,36.46,22.63,0,11.87,0.87,0.09,15.03,Y,Y,Y,Y,0,0,1,0,0,1
Carborundum Uni.,26.61,26214.14,15.56,15.42,15.33,15.17,15.1,14.39,68.14,51.44,46.21,38.28,33.88,21.34,11.83,12.11,8.3,16.41,13.2,14.84,17.6,5.11,3,8.38,5.58,7,10.16,9.16,0.29,16.5,41.04,18.2,0,13.38,1.95,0.05,33.53,Y,Y,N,Y,0,0,0,0,1,1
Grindwell Norton,5.2,24383.87,19.01,20.74,19.63,18.52,17.8,17.31,64.16,66.63,61.77,50.86,39.75,17.94,10.95,11.38,10.78,18.46,18.59,18.13,15.95,3.45,4,11.86,8.95,6,13.67,13.77,0.77,49.06,58.03,17.01,0,16.99,1.12,0.04,63.51,N,Y,N,N,0,0,0,0,1,1
